gem_name,gem_type,vaal_gem,type_origin,type_target
Conductivity,skill,no,Divergent,Anomalous
Consecrated Path,skill,no,Superior,Anomalous
Consecrated Path,skill,no,Superior,Divergent
Consecrated Path,skill,no,Superior,Phantasmal
Consecrated Path,skill,no,Anomalous,Superior
Consecrated Path,skill,no,Anomalous,Divergent
Consecrated Path,skill,no,Anomalous,Phantasmal
Consecrated Path,skill,no,Divergent,Superior
Consecrated Path,skill,no,Divergent,Anomalous
Consecrated Path,skill,no,Divergent,Phantasmal
Consecrated Path,skill,no,Phantasmal,Superior
Consecrated Path,skill,no,Phantasmal,Anomalous
Consecrated Path,skill,no,Phantasmal,Divergent
Contagion,skill,no,Superior,Anomalous
Contagion,skill,no,Superior,Divergent
Contagion,skill,no,Anomalous,Superior
Contagion,skill,no,Anomalous,Divergent
Contagion,skill,no,Divergent,Superior
Contagion,skill,no,Divergent,Anomalous
Controlled Destruction Support,support,no,Superior,Anomalous
Controlled Destruction Support,support,no,Superior,Divergent
Controlled Destruction Support,support,no,Anomalous,Superior
Controlled Destruction Support,support,no,Anomalous,Divergent
Controlled Destruction Support,support,no,Divergent,Superior
Controlled Destruction Support,support,no,Divergent,Anomalous
Conversion Trap,skill,no,Superior,Anomalous
Conversion Trap,skill,no,Superior,Divergent
Conversion Trap,skill,no,Anomalous,Superior
Conversion Trap,skill,no,Anomalous,Divergent
Conversion Trap,skill,no,Divergent,Superior
Conversion Trap,skill,no,Divergent,Anomalous
Convocation,skill,no,Superior,Anomalous
Convocation,skill,no,Superior,Divergent
Convocation,skill,no,Anomalous,Superior
Convocation,skill,no,Anomalous,Divergent
Convocation,skill,no,Divergent,Superior
Convocation,skill,no,Divergent,Anomalous
Corrupting Fever,skill,no,Superior,Anomalous
Corrupting Fever,skill,no,Superior,Divergent
Corrupting Fever,skill,no,Anomalous,Superior
Corrupting Fever,skill,no,Anomalous,Divergent
Corrupting Fever,skill,no,Divergent,Superior
Corrupting Fever,skill,no,Divergent,Anomalous
Crackling Lance,skill,no,Superior,Anomalous
Crackling Lance,skill,no,Superior,Divergent
Crackling Lance,skill,no,Superior,Phantasmal
Crackling Lance,skill,no,Anomalous,Superior
Crackling Lance,skill,no,Anomalous,Divergent
Crackling Lance,skill,no,Anomalous,Phantasmal
Crackling Lance,skill,no,Divergent,Superior
Crackling Lance,skill,no,Divergent,Anomalous
Crackling Lance,skill,no,Divergent,Phantasmal
Crackling Lance,skill,no,Phantasmal,Superior
Crackling Lance,skill,no,Phantasmal,Anomalous
Crackling Lance,skill,no,Phantasmal,Divergent
Creeping Frost,skill,no,Superior,Anomalous
Creeping Frost,skill,no,Superior,Divergent
Creeping Frost,skill,no,Superior,Phantasmal
Creeping Frost,skill,no,Anomalous,Superior
Creeping Frost,skill,no,Anomalous,Divergent
Creeping Frost,skill,no,Anomalous,Phantasmal
Creeping Frost,skill,no,Divergent,Superior
Creeping Frost,skill,no,Divergent,Anomalous
Creeping Frost,skill,no,Divergent,Phantasmal
Creeping Frost,skill,no,Phantasmal,Superior
Creeping Frost,skill,no,Phantasmal,Anomalous
Creeping Frost,skill,no,Phantasmal,Divergent
Cremation,skill,no,Superior,Anomalous
Cremation,skill,no,Superior,Divergent
Cremation,skill,no,Superior,Phantasmal
Cremation,skill,no,Anomalous,Superior
Cremation,skill,no,Anomalous,Divergent
Cremation,skill,no,Anomalous,Phantasmal
Cremation,skill,no,Divergent,Superior
Cremation,skill,no,Divergent,Anomalous
Cremation,skill,no,Divergent,Phantasmal
Cremation,skill,no,Phantasmal,Superior
Cremation,skill,no,Phantasmal,Anomalous
Cremation,skill,no,Phantasmal,Divergent
Critical Strike Affliction Support,support,no,Superior,Anomalous
Critical Strike Affliction Support,support,no,Superior,Divergent
Critical Strike Affliction Support,support,no,Anomalous,Superior
Critical Strike Affliction Support,support,no,Anomalous,Divergent
Critical Strike Affliction Support,support,no,Divergent,Superior
Critical Strike Affliction Support,support,no,Divergent,Anomalous
Cruelty Support,support,no,Superior,Anomalous
Cruelty Support,support,no,Superior,Divergent
Cruelty Support,support,no,Anomalous,Superior
Cruelty Support,support,no,Anomalous,Divergent
Cruelty Support,support,no,Divergent,Superior
Cruelty Support,support,no,Divergent,Anomalous
Culling Strike Support,support,no,Superior,Anomalous
Culling Strike Support,support,no,Superior,Divergent
Culling Strike Support,support,no,Anomalous,Superior
Culling Strike Support,support,no,Anomalous,Divergent
Culling Strike Support,support,no,Divergent,Superior
Culling Strike Support,support,no,Divergent,Anomalous
Cursed Ground Support,support,no,Superior,Anomalous
Cursed Ground Support,support,no,Superior,Divergent
Cursed Ground Support,support,no,Anomalous,Superior
Cursed Ground Support,support,no,Anomalous,Divergent
Cursed Ground Support,support,no,Divergent,Superior
Cursed Ground Support,support,no,Divergent,Anomalous
Cyclone,skill,no,Superior,Anomalous
Cyclone,skill,no,Superior,Divergent
Cyclone,skill,no,Superior,Phantasmal
Cyclone,skill,no,Anomalous,Superior
Cyclone,skill,no,Anomalous,Divergent
Cyclone,skill,no,Anomalous,Phantasmal
Cyclone,skill,no,Divergent,Superior
Cyclone,skill,no,Divergent,Anomalous
Cyclone,skill,no,Divergent,Phantasmal
Cyclone,skill,no,Phantasmal,Superior
Cyclone,skill,no,Phantasmal,Anomalous
Cyclone,skill,no,Phantasmal,Divergent
Damage on Full Life Support,support,no,Superior,Anomalous
Damage on Full Life Support,support,no,Superior,Divergent
Damage on Full Life Support,support,no,Anomalous,Superior
Damage on Full Life Support,support,no,Anomalous,Divergent
Damage on Full Life Support,support,no,Divergent,Superior
Damage on Full Life Support,support,no,Divergent,Anomalous
Dark Pact,skill,no,Superior,Anomalous
Dark Pact,skill,no,Superior,Divergent
Dark Pact,skill,no,Anomalous,Superior
Dark Pact,skill,no,Anomalous,Divergent
Dark Pact,skill,no,Divergent,Superior
Dark Pact,skill,no,Divergent,Anomalous
Dash,skill,no,Superior,Anomalous
Dash,skill,no,Superior,Divergent
Dash,skill,no,Anomalous,Superior
Dash,skill,no,Anomalous,Divergent
Dash,skill,no,Divergent,Superior
Dash,skill,no,Divergent,Anomalous
Deadly Ailments Support,support,no,Superior,Anomalous
Deadly Ailments Support,support,no,Superior,Divergent
Deadly Ailments Support,support,no,Anomalous,Superior
Deadly Ailments Support,support,no,Anomalous,Divergent
Deadly Ailments Support,support,no,Divergent,Superior
Deadly Ailments Support,support,no,Divergent,Anomalous
Decay Support,support,no,Superior,Anomalous
Decay Support,support,no,Superior,Divergent
Decay Support,support,no,Anomalous,Superior
Decay Support,support,no,Anomalous,Divergent
Decay Support,support,no,Divergent,Superior
Decay Support,support,no,Divergent,Anomalous
Decoy Totem,skill,no,Superior,Anomalous
Decoy Totem,skill,no,Superior,Divergent
Decoy Totem,skill,no,Superior,Phantasmal
Decoy Totem,skill,no,Anomalous,Superior
Decoy Totem,skill,no,Anomalous,Divergent
Decoy Totem,skill,no,Anomalous,Phantasmal
Decoy Totem,skill,no,Divergent,Superior
Decoy Totem,skill,no,Divergent,Anomalous
Decoy Totem,skill,no,Divergent,Phantasmal
Decoy Totem,skill,no,Phantasmal,Superior
Decoy Totem,skill,no,Phantasmal,Anomalous
Decoy Totem,skill,no,Phantasmal,Divergent
Defiance Banner,skill,no,Superior,Anomalous
Defiance Banner,skill,no,Superior,Divergent
Defiance Banner,skill,no,Anomalous,Superior
Defiance Banner,skill,no,Anomalous,Divergent
Defiance Banner,skill,no,Divergent,Superior
Defiance Banner,skill,no,Divergent,Anomalous
Desecrate,skill,no,Superior,Anomalous
Desecrate,skill,no,Superior,Divergent
Desecrate,skill,no,Superior,Phantasmal
Desecrate,skill,no,Anomalous,Superior
Desecrate,skill,no,Anomalous,Divergent
Desecrate,skill,no,Anomalous,Phantasmal
Desecrate,skill,no,Divergent,Superior
Desecrate,skill,no,Divergent,Anomalous
Desecrate,skill,no,Divergent,Phantasmal
Desecrate,skill,no,Phantasmal,Superior
Desecrate,skill,no,Phantasmal,Anomalous
Desecrate,skill,no,Phantasmal,Divergent
Despair,skill,no,Superior,Anomalous
Despair,skill,no,Superior,Divergent
Despair,skill,no,Anomalous,Superior
Despair,skill,no,Anomalous,Divergent
Despair,skill,no,Divergent,Superior
Despair,skill,no,Divergent,Anomalous
Destructive Link,skill,no,Superior,Anomalous
Destructive Link,skill,no,Superior,Divergent
Destructive Link,skill,no,Anomalous,Superior
Destructive Link,skill,no,Anomalous,Divergent
Destructive Link,skill,no,Divergent,Superior
Destructive Link,skill,no,Divergent,Anomalous
Determination,skill,no,Superior,Anomalous
Determination,skill,no,Superior,Divergent
Determination,skill,no,Anomalous,Superior
Determination,skill,no,Anomalous,Divergent
Determination,skill,no,Divergent,Superior
Determination,skill,no,Divergent,Anomalous
Detonate Dead,skill,no,Superior,Anomalous
Detonate Dead,skill,no,Superior,Divergent
Detonate Dead,skill,no,Anomalous,Superior
Detonate Dead,skill,no,Anomalous,Divergent
Detonate Dead,skill,no,Divergent,Superior
Detonate Dead,skill,no,Divergent,Anomalous
Devouring Totem,skill,no,Superior,Anomalous
Devouring Totem,skill,no,Superior,Divergent
Devouring Totem,skill,no,Anomalous,Superior
Devouring Totem,skill,no,Anomalous,Divergent
Devouring Totem,skill,no,Divergent,Superior
Devouring Totem,skill,no,Divergent,Anomalous
Discharge,skill,no,Superior,Anomalous
Discharge,skill,no,Superior,Divergent
Discharge,skill,no,Superior,Phantasmal
Discharge,skill,no,Anomalous,Superior
Discharge,skill,no,Anomalous,Divergent
Discharge,skill,no,Anomalous,Phantasmal
Discharge,skill,no,Divergent,Superior
Discharge,skill,no,Divergent,Anomalous
Discharge,skill,no,Divergent,Phantasmal
Discharge,skill,no,Phantasmal,Superior
Discharge,skill,no,Phantasmal,Anomalous
Discharge,skill,no,Phantasmal,Divergent
Discipline,skill,no,Superior,Anomalous
Discipline,skill,no,Superior,Divergent
Discipline,skill,no,Anomalous,Superior
Discipline,skill,no,Anomalous,Divergent
Discipline,skill,no,Divergent,Superior
Discipline,skill,no,Divergent,Anomalous
Divine Blessing Support,support,no,Superior,Anomalous
Divine Blessing Support,support,no,Superior,Divergent
Divine Blessing Support,support,no,Anomalous,Superior
Divine Blessing Support,support,no,Anomalous,Divergent
Divine Blessing Support,support,no,Divergent,Superior
Divine Blessing Support,support,no,Divergent,Anomalous
Divine Ire,skill,no,Superior,Anomalous
Divine Ire,skill,no,Superior,Divergent
Divine Ire,skill,no,Anomalous,Superior
Divine Ire,skill,no,Anomalous,Divergent
Divine Ire,skill,no,Divergent,Superior
Divine Ire,skill,no,Divergent,Anomalous
Dominating Blow,skill,no,Superior,Anomalous
Dominating Blow,skill,no,Superior,Divergent
Dominating Blow,skill,no,Superior,Phantasmal
Dominating Blow,skill,no,Anomalous,Superior
Dominating Blow,skill,no,Anomalous,Divergent
Dominating Blow,skill,no,Anomalous,Phantasmal
Dominating Blow,skill,no,Divergent,Superior
Dominating Blow,skill,no,Divergent,Anomalous
Dominating Blow,skill,no,Divergent,Phantasmal
Dominating Blow,skill,no,Phantasmal,Superior
Dominating Blow,skill,no,Phantasmal,Anomalous
Dominating Blow,skill,no,Phantasmal,Divergent
Double Strike,skill,no,Superior,Anomalous
Double Strike,skill,no,Superior,Divergent
Double Strike,skill,no,Anomalous,Superior
Double Strike,skill,no,Anomalous,Divergent
Double Strike,skill,no,Divergent,Superior
Double Strike,skill,no,Divergent,Anomalous
Dread Banner,skill,no,Superior,Anomalous
Dread Banner,skill,no,Superior,Divergent
Dread Banner,skill,no,Anomalous,Superior
Dread Banner,skill,no,Anomalous,Divergent
Dread Banner,skill,no,Divergent,Superior
Dread Banner,skill,no,Divergent,Anomalous
Dual Strike,skill,no,Superior,Anomalous
Dual Strike,skill,no,Superior,Divergent
Dual Strike,skill,no,Superior,Phantasmal
Dual Strike,skill,no,Anomalous,Superior
Dual Strike,skill,no,Anomalous,Divergent
Dual Strike,skill,no,Anomalous,Phantasmal
Dual Strike,skill,no,Divergent,Superior
Dual Strike,skill,no,Divergent,Anomalous
Dual Strike,skill,no,Divergent,Phantasmal
Dual Strike,skill,no,Phantasmal,Superior
Dual Strike,skill,no,Phantasmal,Anomalous
Dual Strike,skill,no,Phantasmal,Divergent
Earthbreaker Support,support,no,Superior,Anomalous
Earthbreaker Support,support,no,Superior,Divergent
Earthbreaker Support,support,no,Anomalous,Superior
Earthbreaker Support,support,no,Anomalous,Divergent
Earthbreaker Support,support,no,Divergent,Superior
Earthbreaker Support,support,no,Divergent,Anomalous
Earthquake,skill,no,Superior,Anomalous
Earthquake,skill,no,Superior,Divergent
Earthquake,skill,no,Superior,Phantasmal
Earthquake,skill,no,Anomalous,Superior
Earthquake,skill,no,Anomalous,Divergent
Earthquake,skill,no,Anomalous,Phantasmal
Earthquake,skill,no,Divergent,Superior
Earthquake,skill,no,Divergent,Anomalous
Earthquake,skill,no,Divergent,Phantasmal
Earthquake,skill,no,Phantasmal,Superior
Earthquake,skill,no,Phantasmal,Anomalous
Earthquake,skill,no,Phantasmal,Divergent
Earthshatter,skill,no,Superior,Anomalous
Earthshatter,skill,no,Superior,Divergent
Earthshatter,skill,no,Superior,Phantasmal
Earthshatter,skill,no,Anomalous,Superior
Earthshatter,skill,no,Anomalous,Divergent
Earthshatter,skill,no,Anomalous,Phantasmal
Earthshatter,skill,no,Divergent,Superior
Earthshatter,skill,no,Divergent,Anomalous
Earthshatter,skill,no,Divergent,Phantasmal
Earthshatter,skill,no,Phantasmal,Superior
Earthshatter,skill,no,Phantasmal,Anomalous
Earthshatter,skill,no,Phantasmal,Divergent
Efficacy Support,support,no,Superior,Anomalous
Efficacy Support,support,no,Superior,Divergent
Efficacy Support,support,no,Anomalous,Superior
Efficacy Support,support,no,Anomalous,Divergent
Efficacy Support,support,no,Divergent,Superior
Efficacy Support,support,no,Divergent,Anomalous
Elemental Army Support,support,no,Superior,Anomalous
Elemental Army Support,support,no,Superior,Divergent
Elemental Army Support,support,no,Anomalous,Superior
Elemental Army Support,support,no,Anomalous,Divergent
Elemental Army Support,support,no,Divergent,Superior
Elemental Army Support,support,no,Divergent,Anomalous
Elemental Damage with Attacks Support,support,no,Superior,Anomalous
Elemental Damage with Attacks Support,support,no,Superior,Divergent
Elemental Damage with Attacks Support,support,no,Anomalous,Superior
Elemental Damage with Attacks Support,support,no,Anomalous,Divergent
Elemental Damage with Attacks Support,support,no,Divergent,Superior
Elemental Damage with Attacks Support,support,no,Divergent,Anomalous
Elemental Focus Support,support,no,Superior,Anomalous
Elemental Focus Support,support,no,Superior,Divergent
Elemental Focus Support,support,no,Anomalous,Superior
Elemental Focus Support,support,no,Anomalous,Divergent
Elemental Focus Support,support,no,Divergent,Superior
Elemental Focus Support,support,no,Divergent,Anomalous
Elemental Hit,skill,no,Superior,Anomalous
Elemental Hit,skill,no,Superior,Divergent
Elemental Hit,skill,no,Anomalous,Superior
Elemental Hit,skill,no,Anomalous,Divergent
Elemental Hit,skill,no,Divergent,Superior
Elemental Hit,skill,no,Divergent,Anomalous
Elemental Penetration Support,support,no,Superior,Anomalous
Elemental Penetration Support,support,no,Anomalous,Superior
Elemental Proliferation Support,support,no,Superior,Anomalous
Elemental Proliferation Support,support,no,Superior,Divergent
Elemental Proliferation Support,support,no,Anomalous,Superior
Elemental Proliferation Support,support,no,Anomalous,Divergent
Elemental Proliferation Support,support,no,Divergent,Superior
Elemental Proliferation Support,support,no,Divergent,Anomalous
Elemental Weakness,skill,no,Superior,Anomalous
Elemental Weakness,skill,no,Superior,Divergent
Elemental Weakness,skill,no,Anomalous,Superior
Elemental Weakness,skill,no,Anomalous,Divergent
Elemental Weakness,skill,no,Divergent,Superior
Elemental Weakness,skill,no,Divergent,Anomalous
Empower Support,support,no,Superior,Anomalous
Empower Support,support,no,Anomalous,Superior
Endurance Charge on Melee Stun Support,support,no,Superior,Anomalous
Endurance Charge on Melee Stun Support,support,no,Superior,Divergent
Endurance Charge on Melee Stun Support,support,no,Anomalous,Superior
Endurance Charge on Melee Stun Support,support,no,Anomalous,Divergent
Endurance Charge on Melee Stun Support,support,no,Divergent,Superior
Endurance Charge on Melee Stun Support,support,no,Divergent,Anomalous
Enduring Cry,skill,no,Superior,Anomalous
Enduring Cry,skill,no,Superior,Divergent
Enduring Cry,skill,no,Anomalous,Superior
Enduring Cry,skill,no,Anomalous,Divergent
Enduring Cry,skill,no,Divergent,Superior
Enduring Cry,skill,no,Divergent,Anomalous
Energy Blade,skill,no,Superior,Anomalous
Energy Blade,skill,no,Superior,Divergent
Energy Blade,skill,no,Anomalous,Superior
Energy Blade,skill,no,Anomalous,Divergent
Energy Blade,skill,no,Divergent,Superior
Energy Blade,skill,no,Divergent,Anomalous
Energy Leech Support,support,no,Superior,Anomalous
Energy Leech Support,support,no,Superior,Divergent
Energy Leech Support,support,no,Anomalous,Superior
Energy Leech Support,support,no,Anomalous,Divergent
Energy Leech Support,support,no,Divergent,Superior
Energy Leech Support,support,no,Divergent,Anomalous
Enfeeble,skill,no,Superior,Anomalous
Enfeeble,skill,no,Superior,Divergent
Enfeeble,skill,no,Anomalous,Superior
Enfeeble,skill,no,Anomalous,Divergent
Enfeeble,skill,no,Divergent,Superior
Enfeeble,skill,no,Divergent,Anomalous
Enhance Support,support,no,Superior,Anomalous
Enhance Support,support,no,Anomalous,Superior
Enlighten Support,support,no,Superior,Anomalous
Enlighten Support,support,no,Anomalous,Superior
Ensnaring Arrow,skill,no,Superior,Anomalous
Ensnaring Arrow,skill,no,Superior,Divergent
Ensnaring Arrow,skill,no,Anomalous,Superior
Ensnaring Arrow,skill,no,Anomalous,Divergent
Ensnaring Arrow,skill,no,Divergent,Superior
Ensnaring Arrow,skill,no,Divergent,Anomalous
Essence Drain,skill,no,Superior,Anomalous
Essence Drain,skill,no,Superior,Divergent
Essence Drain,skill,no,Anomalous,Superior
Essence Drain,skill,no,Anomalous,Divergent
Essence Drain,skill,no,Divergent,Superior
Essence Drain,skill,no,Divergent,Anomalous
Eternal Blessing Support,support,no,Superior,Anomalous
Eternal Blessing Support,support,no,Superior,Divergent
Eternal Blessing Support,support,no,Anomalous,Superior
Eternal Blessing Support,support,no,Anomalous,Divergent
Eternal Blessing Support,support,no,Divergent,Superior
Eternal Blessing Support,support,no,Divergent,Anomalous
Ethereal Knives,skill,no,Superior,Anomalous
Ethereal Knives,skill,no,Superior,Divergent
Ethereal Knives,skill,no,Anomalous,Superior
Ethereal Knives,skill,no,Anomalous,Divergent
Ethereal Knives,skill,no,Divergent,Superior
Ethereal Knives,skill,no,Divergent,Anomalous
Explosive Arrow,skill,no,Superior,Anomalous
Explosive Arrow,skill,no,Superior,Divergent
Explosive Arrow,skill,no,Anomalous,Superior
Explosive Arrow,skill,no,Anomalous,Divergent
Explosive Arrow,skill,no,Divergent,Superior
Explosive Arrow,skill,no,Divergent,Anomalous
Explosive Concoction,skill,no,Superior,Anomalous
Explosive Concoction,skill,no,Superior,Divergent
Explosive Concoction,skill,no,Anomalous,Superior
Explosive Concoction,skill,no,Anomalous,Divergent
Explosive Concoction,skill,no,Divergent,Superior
Explosive Concoction,skill,no,Divergent,Anomalous
Explosive Trap,skill,no,Superior,Anomalous
Explosive Trap,skill,no,Superior,Divergent
Explosive Trap,skill,no,Anomalous,Superior
Explosive Trap,skill,no,Anomalous,Divergent
Explosive Trap,skill,no,Divergent,Superior
Explosive Trap,skill,no,Divergent,Anomalous
Exsanguinate,skill,no,Superior,Anomalous
Exsanguinate,skill,no,Superior,Divergent
Exsanguinate,skill,no,Anomalous,Superior
Exsanguinate,skill,no,Anomalous,Divergent
Exsanguinate,skill,no,Divergent,Superior
Exsanguinate,skill,no,Divergent,Anomalous
Eye of Winter,skill,no,Superior,Anomalous
Eye of Winter,skill,no,Superior,Divergent
Eye of Winter,skill,no,Anomalous,Superior
Eye of Winter,skill,no,Anomalous,Divergent
Eye of Winter,skill,no,Divergent,Superior
Eye of Winter,skill,no,Divergent,Anomalous
Faster Attacks Support,support,no,Superior,Anomalous
Faster Attacks Support,support,no,Superior,Divergent
Faster Attacks Support,support,no,Anomalous,Superior
Faster Attacks Support,support,no,Anomalous,Divergent
Faster Attacks Support,support,no,Divergent,Superior
Faster Attacks Support,support,no,Divergent,Anomalous
Faster Casting Support,support,no,Superior,Anomalous
Faster Casting Support,support,no,Superior,Divergent
Faster Casting Support,support,no,Anomalous,Superior
Faster Casting Support,support,no,Anomalous,Divergent
Faster Casting Support,support,no,Divergent,Superior
Faster Casting Support,support,no,Divergent,Anomalous
Faster Projectiles Support,support,no,Superior,Anomalous
Faster Projectiles Support,support,no,Superior,Divergent
Faster Projectiles Support,support,no,Anomalous,Superior
Faster Projectiles Support,support,no,Anomalous,Divergent
Faster Projectiles Support,support,no,Divergent,Superior
Faster Projectiles Support,support,no,Divergent,Anomalous
Feeding Frenzy Support,support,no,Superior,Anomalous
Feeding Frenzy Support,support,no,Superior,Divergent
Feeding Frenzy Support,support,no,Anomalous,Superior
Feeding Frenzy Support,support,no,Anomalous,Divergent
Feeding Frenzy Support,support,no,Divergent,Superior
Feeding Frenzy Support,support,no,Divergent,Anomalous
Fire Penetration Support,support,no,Superior,Anomalous
Fire Penetration Support,support,no,Superior,Divergent
Fire Penetration Support,support,no,Anomalous,Superior
Fire Penetration Support,support,no,Anomalous,Divergent
Fire Penetration Support,support,no,Divergent,Superior
Fire Penetration Support,support,no,Divergent,Anomalous
Fire Trap,skill,no,Superior,Anomalous
Fire Trap,skill,no,Superior,Divergent
Fire Trap,skill,no,Anomalous,Superior
Fire Trap,skill,no,Anomalous,Divergent
Fire Trap,skill,no,Divergent,Superior
Fire Trap,skill,no,Divergent,Anomalous
Fireball,skill,no,Superior,Anomalous
Fireball,skill,no,Superior,Divergent
Fireball,skill,no,Superior,Phantasmal
Fireball,skill,no,Anomalous,Superior
Fireball,skill,no,Anomalous,Divergent
Fireball,skill,no,Anomalous,Phantasmal
Fireball,skill,no,Divergent,Superior
Fireball,skill,no,Divergent,Anomalous
Fireball,skill,no,Divergent,Phantasmal
Fireball,skill,no,Phantasmal,Superior
Fireball,skill,no,Phantasmal,Anomalous
Fireball,skill,no,Phantasmal,Divergent
Firestorm,skill,no,Superior,Anomalous
Firestorm,skill,no,Superior,Divergent
Firestorm,skill,no,Anomalous,Superior
Firestorm,skill,no,Anomalous,Divergent
Firestorm,skill,no,Divergent,Superior
Firestorm,skill,no,Divergent,Anomalous
Fist of War Support,support,no,Superior,Anomalous
Fist of War Support,support,no,Superior,Divergent
Fist of War Support,support,no,Anomalous,Superior
Fist of War Support,support,no,Anomalous,Divergent
Fist of War Support,support,no,Divergent,Superior
Fist of War Support,support,no,Divergent,Anomalous
Flame Dash,skill,no,Superior,Anomalous
Flame Dash,skill,no,Superior,Divergent
Flame Dash,skill,no,Anomalous,Superior
Flame Dash,skill,no,Anomalous,Divergent
Flame Dash,skill,no,Divergent,Superior
Flame Dash,skill,no,Divergent,Anomalous
Flame Link,skill,no,Superior,Anomalous
Flame Link,skill,no,Superior,Divergent
Flame Link,skill,no,Anomalous,Superior
Flame Link,skill,no,Anomalous,Divergent
Flame Link,skill,no,Divergent,Superior
Flame Link,skill,no,Divergent,Anomalous
Flame Surge,skill,no,Superior,Anomalous
Flame Surge,skill,no,Superior,Divergent
Flame Surge,skill,no,Anomalous,Superior
Flame Surge,skill,no,Anomalous,Divergent
Flame Surge,skill,no,Divergent,Superior
Flame Surge,skill,no,Divergent,Anomalous
Flame Wall,skill,no,Superior,Anomalous
Flame Wall,skill,no,Superior,Divergent
Flame Wall,skill,no,Superior,Phantasmal
Flame Wall,skill,no,Anomalous,Superior
Flame Wall,skill,no,Anomalous,Divergent
Flame Wall,skill,no,Anomalous,Phantasmal
Flame Wall,skill,no,Divergent,Superior
Flame Wall,skill,no,Divergent,Anomalous
Flame Wall,skill,no,Divergent,Phantasmal
Flame Wall,skill,no,Phantasmal,Superior
Flame Wall,skill,no,Phantasmal,Anomalous
Flame Wall,skill,no,Phantasmal,Divergent
Flameblast,skill,no,Superior,Anomalous
Flameblast,skill,no,Superior,Divergent
Flameblast,skill,no,Superior,Phantasmal
Flameblast,skill,no,Anomalous,Superior
Flameblast,skill,no,Anomalous,Divergent
Flameblast,skill,no,Anomalous,Phantasmal
Flameblast,skill,no,Divergent,Superior
Flameblast,skill,no,Divergent,Anomalous
Flameblast,skill,no,Divergent,Phantasmal
Flameblast,skill,no,Phantasmal,Superior
Flameblast,skill,no,Phantasmal,Anomalous
Flameblast,skill,no,Phantasmal,Divergent
Flamethrower Trap,skill,no,Superior,Anomalous
Flamethrower Trap,skill,no,Superior,Divergent
Flamethrower Trap,skill,no,Anomalous,Superior
Flamethrower Trap,skill,no,Anomalous,Divergent
Flamethrower Trap,skill,no,Divergent,Superior
Flamethrower Trap,skill,no,Divergent,Anomalous
Flammability,skill,no,Superior,Anomalous
Flammability,skill,no,Superior,Divergent
Flammability,skill,no,Anomalous,Superior
Flammability,skill,no,Anomalous,Divergent
Flammability,skill,no,Divergent,Superior
Flammability,skill,no,Divergent,Anomalous
Flesh Offering,skill,no,Superior,Anomalous
Flesh Offering,skill,no,Superior,Divergent
Flesh Offering,skill,no,Anomalous,Superior
Flesh Offering,skill,no,Anomalous,Divergent
Flesh Offering,skill,no,Divergent,Superior
Flesh Offering,skill,no,Divergent,Anomalous
Flesh and Stone,skill,no,Superior,Anomalous
Flesh and Stone,skill,no,Superior,Divergent
Flesh and Stone,skill,no,Anomalous,Superior
Flesh and Stone,skill,no,Anomalous,Divergent
Flesh and Stone,skill,no,Divergent,Superior
Flesh and Stone,skill,no,Divergent,Anomalous
Flicker Strike,skill,no,Superior,Anomalous
Flicker Strike,skill,no,Superior,Divergent
Flicker Strike,skill,no,Anomalous,Superior
Flicker Strike,skill,no,Anomalous,Divergent
Flicker Strike,skill,no,Divergent,Superior
Flicker Strike,skill,no,Divergent,Anomalous
Focused Ballista Support,support,no,Superior,Anomalous
Focused Ballista Support,support,no,Superior,Divergent
Focused Ballista Support,support,no,Anomalous,Superior
Focused Ballista Support,support,no,Anomalous,Divergent
Focused Ballista Support,support,no,Divergent,Superior
Focused Ballista Support,support,no,Divergent,Anomalous
Forbidden Rite,skill,no,Superior,Anomalous
Forbidden Rite,skill,no,Superior,Divergent
Forbidden Rite,skill,no,Anomalous,Superior
Forbidden Rite,skill,no,Anomalous,Divergent
Forbidden Rite,skill,no,Divergent,Superior
Forbidden Rite,skill,no,Divergent,Anomalous
Fork Support,support,no,Superior,Anomalous
Fork Support,support,no,Superior,Divergent
Fork Support,support,no,Anomalous,Superior
Fork Support,support,no,Anomalous,Divergent
Fork Support,support,no,Divergent,Superior
Fork Support,support,no,Divergent,Anomalous
Fortify Support,support,no,Superior,Anomalous
Fortify Support,support,no,Superior,Divergent
Fortify Support,support,no,Anomalous,Superior
Fortify Support,support,no,Anomalous,Divergent
Fortify Support,support,no,Divergent,Superior
Fortify Support,support,no,Divergent,Anomalous
Freezing Pulse,skill,no,Superior,Anomalous
Freezing Pulse,skill,no,Superior,Divergent
Freezing Pulse,skill,no,Anomalous,Superior
Freezing Pulse,skill,no,Anomalous,Divergent
Freezing Pulse,skill,no,Divergent,Superior
Freezing Pulse,skill,no,Divergent,Anomalous
Frenzy,skill,no,Superior,Anomalous
Frenzy,skill,no,Superior,Divergent
Frenzy,skill,no,Superior,Phantasmal
Frenzy,skill,no,Anomalous,Superior
Frenzy,skill,no,Anomalous,Divergent
Frenzy,skill,no,Anomalous,Phantasmal
Frenzy,skill,no,Divergent,Superior
Frenzy,skill,no,Divergent,Anomalous
Frenzy,skill,no,Divergent,Phantasmal
Frenzy,skill,no,Phantasmal,Superior
Frenzy,skill,no,Phantasmal,Anomalous
Frenzy,skill,no,Phantasmal,Divergent
Frost Blades,skill,no,Superior,Anomalous
